problem,num_nodes,num_edges,traffic_seed,tm_model,scale_factor,num_commodities,total_demand,algo,clustering_algo,num_partitions,size_of_largest_partition,partition_runtime,num_paths,edge_disjoint,dist_metric,iteration,total_flow,runtime,r1_runtime,r2_runtime,recon_runtime,r3_runtime,kirchoffs_runtime
GtsCe.graphml,149,386,250679355,uniform,16.0,22052,8781.0078125,ncflow_edge_per_iter,fm_partitioning,36,16,0.006731,4,True,inv-cap,1,542.7449084897407,0.015712499618530273,0.0010199546813964844,0.003251314163208008,0.0032508373260498047,0.0023081302642822266,0.00588226318359375
GtsCe.graphml,149,386,250679355,uniform,16.0,22052,8781.0078125,ncflow_edge_per_iter,fm_partitioning,36,16,0.006731,4,True,inv-cap,2,178.7171676941216,0.13167524337768555,0.0010390281677246094,0.002429962158203125,0.002932310104370117,0.001672983169555664,0.12360095977783203
GtsCe.graphml,149,386,1270793205,uniform,4.0,22052,2197.927978515625,ncflow_edge_per_iter,fm_partitioning,36,16,0.005908,4,True,inv-cap,0,2197.927960375154,0.7263703346252441,0.0020220279693603516,0.0143890380859375,0.46370601654052734,0.0036780834197998047,0.24257516860961914
GtsCe.graphml,149,386,535273769,uniform,4.0,22052,2215.604736328125,ncflow_edge_per_iter,fm_partitioning,36,16,0.005959,4,True,inv-cap,0,2215.6046117090045,0.4540414810180664,0.004923105239868164,0.00911092758178711,0.003380298614501953,0.004409074783325195,0.432218074798584
GtsCe.graphml,149,386,1216622520,uniform,64.0,22052,35077.78125,ncflow_edge_per_iter,fm_partitioning,36,16,0.006413,4,True,inv-cap,0,18234.790844498493,0.03744196891784668,0.006921052932739258,0.007620096206665039,0.003258228302001953,0.004289865493774414,0.015352725982666016
GtsCe.graphml,149,386,1216622520,uniform,64.0,22052,35077.78125,ncflow_edge_per_iter,fm_partitioning,36,16,0.006413,4,True,inv-cap,1,1403.7335653800396,0.02788519859313965,0.014256954193115234,0.0024261474609375,0.0035521984100341797,0.0034449100494384766,0.004204988479614258
GtsCe.graphml,149,386,1216622520,uniform,64.0,22052,35077.78125,ncflow_edge_per_iter,fm_partitioning,36,16,0.006413,4,True,inv-cap,2,499.2294529519096,0.023150920867919922,0.012301921844482422,0.001847982406616211,0.0028781890869140625,0.0030329227447509766,0.00308990478515625
GtsCe.graphml,149,386,1264846039,uniform,64.0,22052,35367.1328125,ncflow_edge_per_iter,fm_partitioning,36,16,0.006044,4,True,inv-cap,0,18208.148193821835,0.2510688304901123,0.013349771499633789,0.007515907287597656,0.0033502578735351562,0.004315853118896484,0.22253704071044922
GtsCe.graphml,149,386,1264846039,uniform,64.0,22052,35367.1328125,ncflow_edge_per_iter,fm_partitioning,36,16,0.006044,4,True,inv-cap,1,1597.2861240066472,0.17595195770263672,0.008466005325317383,0.0025861263275146484,0.003168821334838867,0.003407001495361328,0.1583240032196045
GtsCe.graphml,149,386,1264846039,uniform,64.0,22052,35367.1328125,ncflow_edge_per_iter,fm_partitioning,36,16,0.006044,4,True,inv-cap,2,785.4339509289844,0.019716262817382812,0.008800029754638672,0.002207040786743164,0.0027458667755126953,0.0030269622802734375,0.0029363632202148438
GtsCe.graphml,149,386,1693860111,uniform,1.0,22052,550.3851318359375,ncflow_edge_per_iter,fm_partitioning,36,16,0.006391,4,True,inv-cap,0,550.385050246241,0.5579884052276611,0.0021741390228271484,0.009729862213134766,0.0038635730743408203,0.0037109851837158203,0.5385098457336426
GtsCe.graphml,149,386,1775440490,uniform,1.0,22052,552.0302734375,ncflow_edge_per_iter,fm_partitioning,36,16,0.004916,4,True,inv-cap,0,552.0302879363708,0.4615516662597656,0.004637002944946289,0.009689807891845703,0.00362396240234375,0.004246950149536133,0.43935394287109375
GtsCe.graphml,149,386,1059025534,uniform,8.0,22052,4417.93310546875,ncflow_edge_per_iter,fm_partitioning,36,16,0.006935,4,True,inv-cap,0,4417.933191615775,0.05487942695617676,0.004787921905517578,0.009415149688720703,0.003239154815673828,0.009052038192749023,0.028385162353515625
GtsCe.graphml,149,386,19019979,uniform,8.0,22052,4427.5830078125,ncflow_edge_per_iter,fm_partitioning,36,16,0.004472,4,True,inv-cap,0,4427.58291979543,0.051171064376831055,0.005085945129394531,0.008829116821289062,0.0032973289489746094,0.009833097457885742,0.02412557601928711
GtsCe.graphml,149,386,12734199,gravity,128.0,22052,63883.66015625,ncflow_edge_per_iter,fm_partitioning,36,16,0.006397,4,True,inv-cap,0,25066.932864263654,0.11198806762695312,0.01718592643737793,0.006547212600708008,0.0036208629608154297,0.003556966781616211,0.08107709884643555
GtsCe.graphml,149,386,12734199,gravity,128.0,22052,63883.66015625,ncflow_edge_per_iter,fm_partitioning,36,16,0.006397,4,True,inv-cap,1,3687.2818635734016,0.024638891220092773,0.0119781494140625,0.0022509098052978516,0.002753734588623047,0.003677845001220703,0.003978252410888672
GtsCe.graphml,149,386,12734199,gravity,128.0,22052,63883.66015625,ncflow_edge_per_iter,fm_partitioning,36,16,0.006397,4,True,inv-cap,2,811.5462900650361,0.01924729347229004,0.010125875473022461,0.0015799999237060547,0.002283811569213867,0.003178119659423828,0.002079486846923828
